,ad_url,advertiser_name,impressions,spend_usd,youtube_id,video_available,text,words,m_label
0,https://transparencyreport.google.com/political-ads/library/advertiser/AR221691299693068288/creative/CR140552323725262848,SAHAK NALBANDYAN,≤ 10k,≤ 100,pzLwTOpn9mc,True,morgan president biden opened the leaders summit on climate with the announcement of a new target for the u s a 50 to 52 percent reduction from 2005 levels of greenhouse gas pollution by 2030 this is nearly twice the pledge from president obama in 2015 he called it a moral and economic imperative the health of communities throughout the world depends on it the well being of our workers depends on it the strength of our economies depends on it the countries that take decisive action now to create the industries of the future will be the ones that reap the economic benefits of the clean energy boom that s coming china s president xi jinping said the world has common but differentiated responsibilities he called on developed countries to help those in need and then touted china s leadership china will strive to peak carbon dioxide emissions before 2030 and achieve carbon neutrality before 2016 china has committed to move from carbon peak to carbon neutrality in a much shorter time span than what might take many developed countries president biden focused on job creation as the foundation of climate action across all industries agriculture housing energy transportation construction he is instructing all members of his cabinet to be involved part of the path to achieving net zero missions by 2050 carl shepard smith here thanks for watching cnbc on youtube,"transportation,greenhouse,pollution,economic imperative,climate,economic,emissions,health,carbon,greenhouse gas,workers,job creation","economic,environment,health"
1,https://transparencyreport.google.com/political-ads/library/advertiser/AR140325824329940992/creative/CR244091134689673216,Chad Crow,≤ 10k,≤ 100,7ne91Qj4XEo,True,i believe that free and fair elections are one of the cornerstones of our republic that s why i co authored and passed last year s historic election integrity bill and led the fight for audits on our elections so that now we ll have randomized audits on all our future elections in texas quite simply we ve made it easier than ever for people to vote and harder than ever for people to cheat and commit voter fraud there s much more to be done so i m asking for your vote so we can continue this important work,"election integrity,continue,voter fraud","continue with the folks,governance"
2,https://transparencyreport.google.com/political-ads/library/advertiser/AR215630001326784512/creative/CR305420518897483776,Allen West,≤ 10k,≤ 100,9i4lMGfNTRA,True,hey i m ted nugent full time i m addicted to freedom i got this we the people thing going on it s perfect and it only exists in the united states of america that s why i moved to texas because i demand real freedom and you know what we have a pretty good governor down here in greg abbott i worked hard to get him elected but if you were a pretty good bass player you couldn t be in my band pretty good doesn t cut it during this culture war we need a warrior that stands up for freedom and will not compromise that s why i m on the campaign trail with colonel allen west this guy will stand up with constitutional accountability and we re going to show the rest of the nation and the world what real freedom and why those words in the constitution have meaning and iron colonel allen west will fight for those constitutional rights and i m going to continue to celebrate the american dream i am lieutenant colonel alan west and i approve this message,"constitution,continue,addicted,stand up","continue with the folks,establishment,governance,safety"
3,https://transparencyreport.google.com/political-ads/library/advertiser/AR451284377138102272/creative/CR447079397996888064,JESSICA CISNEROS FOR CONGRESS,≤ 10k,≤ 100,B1ozJ2JH8BE,True,tonight fbi agents at the home of henry cuellar u s representative henry cuellar agents took items away from the lawmakers house the fbi is gathering evidence for a d c grand jury appears to be a public corruption investigation he s too cozy with special interests been in washington too long there are very real questions about corruption there s a better choice jesse casineros is a new voice that can best speak for and to the needs of south texas i m jessica cisneros i approve this message,"corruption,fbi agents,washington,interests","establishment,governance,safety"
4,https://transparencyreport.google.com/political-ads/library/advertiser/AR451284377138102272/creative/CR473102639203090432,JESSICA CISNEROS FOR CONGRESS,≤ 10k,≤ 100,noinAynqn28,True,could not retrieve a transcript for the video this is most likely caused by no transcripts were found for any of the requested language codes en for this video noinaynqn28 transcripts are available in the following languages manually created none generated es spanish auto generated translatable translation languages af afrikaans sq albanian am amharic ar arabic hy armenian az azerbaijani bn bangla eu basque be belarusian bs bosnian bg bulgarian my burmese ca catalan ceb cebuano zh hans chinese simplified zh hant chinese traditional co corsican hr croatian cs czech da danish nl dutch en english eo esperanto et estonian fil filipino fi finnish fr french gl galician ka georgian de german el greek gu gujarati ht haitian creole ha hausa haw hawaiian iw hebrew hi hindi hmn hmong hu hungarian is icelandic ig igbo id indonesian ga irish it italian ja japanese jv javanese kn kannada kk kazakh km khmer rw kinyarwanda ko korean ku kurdish ky kyrgyz lo lao la latin lv latvian lt lithuanian lb luxembourgish mk macedonian mg malagasy ms malay ml malayalam mt maltese mi māori mr marathi mn mongolian ne nepali no norwegian ny nyanja or odia ps pashto fa persian pl polish pt portuguese pa punjabi ro romanian ru russian sm samoan gd scottish gaelic sr serbian sn shona sd sindhi si sinhala sk slovak sl slovenian so somali st southern sotho es spanish su sundanese sw swahili sv swedish tg tajik ta tamil tt tatar te telugu th thai tr turkish tk turkmen uk ukrainian ur urdu ug uyghur uz uzbek vi vietnamese cy welsh fy western frisian xh xhosa yi yiddish yo yoruba zu zulu if you are sure that the described cause is not responsible for this error and that a transcript should be retrievable please create an issue at please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error also make sure that there are no open issues which already describe your problem,"persian,estonian,turkish,khmer,kurdish",foreign policy
5,https://transparencyreport.google.com/political-ads/library/advertiser/AR157291735423123456/creative/CR9716762211778560,NRCC,≤ 10k,≤ 100,D-8u6ZdxJlI,True,five seats we re just five seats away from taking back the house but it won t be easy pelosi knows as much as we do that her socialist majority is hanging by a thread and she s working overtime to defeat freedom loving patriots across america can you rush five dollars ten dollars or whatever you can spare right now to fire pelosi she s spending millions to deface and to fame conservatives everywhere it s the only way to save our republic from pelosi s failed radical agenda,"radical,overtime","economic,polarizing"
6,https://transparencyreport.google.com/political-ads/library/advertiser/AR140325824329940992/creative/CR573132908563267584,Chad Crow,≤ 10k,≤ 100,3-vJwJOVL2I,True,shelley luther and her attacks on reggie smith are all bold she claims support from republican leaders she doesn t have and she s telling downright lies about reggie smith claiming he opposed the very same conservative victories he fought to win really shelley you think we re that gullible reggie smith s one of the strongest conservatives in the texas house who s earned every major conservative endorsement in this race like the national rifle association our leading pro life advocates small business texas agriculture religious liberty every law enforcement association in the state and every sheriff in our district that s because reggie smith fought to stop liberals from defunding the police while shelly luther was out supporting black lives matter shelley luther she ll say and do anything to win an election but just remember it s all bull music,"black,police,endorsement,lives matter,pro life,black lives matter,law,small business,black lives","economic,governance,safety,social and cultural,supporters"
7,https://transparencyreport.google.com/political-ads/library/advertiser/AR451284377138102272/creative/CR421561107505741824,JESSICA CISNEROS FOR CONGRESS,≤ 10k,≤ 100,3ySHbN89L_o,True,when my dear marta had cancer but no insurance we did what many families do we sold steak plates to pay for her care but henry guaya holds thousand dollar plate fundraisers taken from the drug and insurance companies charging high prices or even denying us care they support him i support medicare for all that s the difference i m jessica cisneros and i approve this message because no one should lose a loved one when they can t afford life saving care,"insurance companies,medicare for all,medicare",social programs
8,https://transparencyreport.google.com/political-ads/library/advertiser/AR451284377138102272/creative/CR15811355164540928,JESSICA CISNEROS FOR CONGRESS,≤ 10k,≤ 100,Y89Z0Eo-btA,True,could not retrieve a transcript for the video this is most likely caused by no transcripts were found for any of the requested language codes en for this video y89z0eo bta transcripts are available in the following languages manually created none generated es spanish auto generated translatable translation languages af afrikaans sq albanian am amharic ar arabic hy armenian az azerbaijani bn bangla eu basque be belarusian bs bosnian bg bulgarian my burmese ca catalan ceb cebuano zh hans chinese simplified zh hant chinese traditional co corsican hr croatian cs czech da danish nl dutch en english eo esperanto et estonian fil filipino fi finnish fr french gl galician ka georgian de german el greek gu gujarati ht haitian creole ha hausa haw hawaiian iw hebrew hi hindi hmn hmong hu hungarian is icelandic ig igbo id indonesian ga irish it italian ja japanese jv javanese kn kannada kk kazakh km khmer rw kinyarwanda ko korean ku kurdish ky kyrgyz lo lao la latin lv latvian lt lithuanian lb luxembourgish mk macedonian mg malagasy ms malay ml malayalam mt maltese mi māori mr marathi mn mongolian ne nepali no norwegian ny nyanja or odia ps pashto fa persian pl polish pt portuguese pa punjabi ro romanian ru russian sm samoan gd scottish gaelic sr serbian sn shona sd sindhi si sinhala sk slovak sl slovenian so somali st southern sotho es spanish su sundanese sw swahili sv swedish tg tajik ta tamil tt tatar te telugu th thai tr turkish tk turkmen uk ukrainian ur urdu ug uyghur uz uzbek vi vietnamese cy welsh fy western frisian xh xhosa yi yiddish yo yoruba zu zulu if you are sure that the described cause is not responsible for this error and that a transcript should be retrievable please create an issue at please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error also make sure that there are no open issues which already describe your problem,"persian,estonian,turkish,khmer,kurdish",foreign policy
9,https://transparencyreport.google.com/political-ads/library/advertiser/AR221691299693068288/creative/CR447423820014288896,SAHAK NALBANDYAN,≤ 10k,≤ 100,8Fj9aEnCZq0,True,attention homeowners if you have a meter like this on the side of your house and chances are if you live in southern california you do you can be saving a ton of money on your energy costs there s a program where if you qualify you ll get solar panels installed at your home at zero upfront cost and i do mean zero to find out if you qualify click the link below there are four questions that you answer and then we ll reach out to you and let you know if you qualify music,"solar panels,energy costs",environment
